domain,title,ip,server,encode
english.khcc.gov.tw,"Bureau of Cultural Affairs Kaohsiung City Government &shy; Home",210.241.43.139,Microsoft-IIS/7.5,utf8
hamasen.khm.gov.tw,哈瑪星台灣鐵道館,163.32.121.30,Microsoft-IIS/8.5,utf8
cishanstation.khcc.gov.tw,旗山車站-糖鐵故事館,210.241.43.191,Microsoft-IIS/7.5,utf8
britishconsulate.khcc.gov.tw,打狗英國領事館文化園區,210.241.43.173,Microsoft-IIS/7.5,utf8
fongyiacademy.khcc.gov.tw,鳳儀書院,210.241.43.179,Microsoft-IIS/7.5,utf8
pwb.kcg.gov.tw,高雄市政府工務局,163.29.241.51,Microsoft-IIS/8.5,utf8
pwbgis.kcg.gov.tw,,163.29.241.64,Microsoft-IIS/7.5,utf8
tms.bote.taipei.gov.tw,臺北市交通控制中心,210.241.67.172,,utf8
www.iot.gov.tw,交通部運輸研究所,210.69.172.74,Microsoft-IIS/8.0,utf8
www.hsr.gov.tw,交通部高速鐵路工程局,163.29.58.131,Lotus-Domino,utf8
www.tadaes.ntpc.gov.tw,,61.60.124.70,Microsoft-IIS/7.5,utf8
tmvso.thb.gov.tw,交通部公路總局臺北區監理所,210.69.58.143,Apache,utf8
www.traffic.police.ntpc.gov.tw,新北市政府警察局交通警察大隊,163.29.165.10,Microsoft-IIS/8.5,utf8
eec.mohw.gov.tw,"Microsoft Internet Information Services 8",203.65.99.33,Microsoft-IIS/8.0,utf8
emrstd.mohw.gov.tw,,,,utf8
image.mohw.gov.tw,,,,utf8
loinc.doh.gov.tw,,,,utf8
ap.asc.moe.gov.tw,,140.126.34.158,,utf8
www.sw.ntpc.gov.tw,新北市政府社會局,61.60.98.240,,utf8
en.ntsec.gov.tw,"National Taiwan Science Education Center",203.71.62.6,Microsoft-IIS/6.0,utf8
activity.ntsec.gov.tw,"最新消息 -「國立臺灣科學教育館」實驗室課程線上報名系統",203.71.62.6,Microsoft-IIS/6.0,utf8
twsf.ntsec.gov.tw,"國立臺灣科學教育館 科展資訊管理系統",203.71.62.8,Microsoft-IIS/7.5,utf8
search.chpb.gov.tw,Error,163.29.67.23,"ORIS HTTP Server",utf8
community.chpb.gov.tw,"IIS Windows Server",163.29.67.28,Microsoft-IIS/8.5,utf8
foreigner.tncg.gov.tw,,,,utf8
www.aide.gov.tw,,192.192.59.182,,utf8
sab.tycg.gov.tw,桃園市社會局,163.29.253.55,Apache,utf8
dvpc.tycg.gov.tw,桃園市家庭暴力暨性侵害防治中心,163.29.253.124,Microsoft-IIS/7.5,utf8
www.tychb.gov.tw,桃園市政府衛生局,163.29.18.178,Microsoft-IIS/7.0,utf8
www.tytax.gov.tw,"桃園市政府地方稅務局 -首頁",210.241.83.22,"Apache/2.4.10 (Win32) OpenSSL/0.9.8zb",utf8
village.tycg.gov.tw,,,,utf8
kidsafety.ncc.gov.tw,,,,utf8
legal.tycg.gov.tw,桃園市政府法務局,163.29.253.55,Apache,utf8
www.care.tychb.gov.tw,桃園市政府衛生局-長期照護全球資訊網,163.29.18.2,Microsoft-IIS/6.0,big5
www1.tychb.gov.tw,桃園市政府衛生局,163.29.18.178,Microsoft-IIS/7.0,utf8
www.medicalquality.tychb.gov.tw,,,,utf8
www.nosmoking.tychb.gov.tw,桃園市政府戒菸網,163.29.18.179,Microsoft-IIS/6.0,big5
dep-e-district.hccg.gov.tw,新竹市東區區公所,60.249.54.200,Apache,utf8
dep-n-district.hccg.gov.tw,新竹市北區區公所,163.29.137.16,Apache,utf8
dep-s-district.hccg.gov.tw,新竹市香山區公所,163.29.137.16,Apache,utf8
gistest.tycg.gov.tw,"Apache Tomcat/8.0.30",163.29.253.205,Apache-Coyote/1.1,utf8
immi.cyhg.gov.tw,嘉義縣政府全球資訊網,210.69.166.64,cyhg,utf8
teach9.dmtip.gov.tw,九年一貫藝術人文輔助教材平台,203.71.251.127,"Apache/2.2.3 (CentOS)",utf8
epaper2.dmtip.gov.tw,,203.71.251.127,"Apache/2.2.3 (CentOS)",utf8
vols.moi.gov.tw,,,,utf8
ecehr.k12ea.gov.tw,公私立幼兒園人才庫平台,120.127.155.140,Microsoft-IIS/8.5,utf8
www.kmdn.gov.tw,金門日報全球資訊網,210.69.114.126,,utf8
www.ntbt.gov.tw,,117.56.218.81,,utf8
oa.taipei.gov.tw,,,,utf8
olc.moe.gov.tw,,140.111.1.35,,utf8
www.family.taipei.gov.tw,臺北市家庭教育中心,163.29.36.96,Microsoft-IIS/7.5,utf8
www.land.taipei.gov.tw,臺北市政府地政局,163.29.36.96,Microsoft-IIS/7.5,utf8
www.cyepb.gov.tw,嘉義縣環境保護局,163.29.60.135,Microsoft-IIS/7.5,utf8
pgo-klcgetw.land.nat.gov.tw,基隆市地政電傳資訊整合系統,210.71.181.11,Microsoft-IIS/7.0,utf8
pgo-e-landetw.land.nat.gov.tw,,210.71.181.16,Microsoft-IIS/7.0,utf8
pgo-hchgetw.land.nat.gov.tw,新竹縣地政電傳資訊整合系統,210.71.181.31,Microsoft-IIS/7.0,utf8
pgo-hccgetw.land.nat.gov.tw,,210.71.181.17,Microsoft-IIS/7.0,utf8
pgo-miaolietw.land.nat.gov.tw,苗栗縣地政電傳資訊整合系統,210.71.181.13,Microsoft-IIS/7.0,utf8
pgo-chcgetw.land.nat.gov.tw,彰化縣地政電傳資訊整合系統,210.71.181.29,Microsoft-IIS/7.0,utf8
pgo-nantouetw.land.nat.gov.tw,南投縣地政電傳資訊整合系統,210.71.181.31,Microsoft-IIS/7.0,utf8
pgo-cyhgetw.land.nat.gov.tw,嘉義縣地政電傳資訊整合系統,203.75.46.135,Microsoft-IIS/7.0,big5
pgo-chiayietw.land.nat.gov.tw,嘉義市地政電傳資訊整合系統,203.75.46.136,Microsoft-IIS/7.0,big5
pgo-hletw.land.nat.gov.tw,,210.71.181.40,Microsoft-IIS/7.0,utf8
pgo-taitungetw.land.nat.gov.tw,台東縣地政電傳資訊整合系統,203.75.46.137,Microsoft-IIS/7.0,big5
pgo-tainanetw.land.nat.gov.tw,台南市地政電傳資訊整合系統,203.75.46.133,Microsoft-IIS/7.0,big5
pgo-pthgetw.land.nat.gov.tw,屏東縣地政電傳資訊整合系統,203.75.46.134,Microsoft-IIS/7.0,big5
pgo-yunlinetw.land.nat.gov.tw,,210.71.181.15,Microsoft-IIS/7.0,utf8
khm.kcg.gov.tw,,,,utf8
www.currency.cbc.gov.tw,,210.69.120.252,Microsoft-IIS/8.5,utf8
landevp.kcg.gov.tw,高雄市地政局土地開發處,163.29.241.167,Apache,utf8
landhis.kcg.gov.tw,遠眺高雄-土地開發又一章,163.29.241.167,Apache,utf8
eqs-landp.kcg.gov.tw,"Apache Tomcat",163.29.242.85,Apache-Coyote/1.1,utf8
gisdawh.kcg.gov.tw,IIS7,163.29.241.170,Microsoft-IIS/7.0,utf8
es-landp.kcg.gov.tw,"Apache Tomcat",163.29.242.85,Apache-Coyote/1.1,utf8
kctl.kcg.gov.tw,IIS7,163.29.242.87,Microsoft-IIS/7.0,utf8
yanland.kcg.gov.tw,高雄市政府地政局鹽埕地政事務所,163.29.241.167,Apache,utf8
khhla.kcg.gov.tw,高雄市政府新興地政事務所,163.29.241.167,Apache,utf8
chience.kcg.gov.tw,高雄市政府前鎮地政事務所,163.29.241.167,Apache,utf8
smland.kcg.gov.tw,高雄市政府三民地政事務所,163.29.241.167,Apache,utf8
ntlao.kcg.gov.tw,高雄市政府楠梓地政事務所,163.29.241.167,Apache,utf8
gsland.kcg.gov.tw,高雄市政府岡山地政事務所,163.29.241.167,Apache,utf8
fongshan.kcg.gov.tw,高雄市政府地政局鳳山地政事務所,163.29.241.167,Apache,utf8
cishan.kcg.gov.tw,高雄市政府旗山地政事務所,163.29.241.167,Apache,utf8
renwu.kcg.gov.tw,高雄市政府仁武地政事務所,163.29.241.167,Apache,utf8
lujhu.kcg.gov.tw,高雄市政府路竹地政事務所,163.29.241.167,Apache,utf8
meinong.kcg.gov.tw,高雄市政府美濃地政事務所,163.29.241.167,Apache,utf8
dl-land.kcg.gov.tw,高雄市政府地政局大寮地政事務所,163.29.241.167,Apache,utf8
landpebook.kcg.gov.tw,電子書展示,163.29.241.169,Apache-Coyote/1.1,utf8
community.kcg.gov.tw,社區綠美化補助專區,163.29.242.52,Apache-Coyote/1.1,utf8
ubct.kcg.gov.tw,,163.29.242.52,,utf8
urbanebook.kcg.gov.tw,高雄市政府都市發展局電子刊物平台,163.29.242.49,"Apache/2.2.3 (CentOS)",utf8
urbangis.kcg.gov.tw,,163.29.242.52,Apache-Coyote/1.1,utf8
urbanrenew.kcg.gov.tw,高雄市政府都市發展局都市更新服務網,163.29.242.36,Microsoft-IIS/8.5,utf8
urbandesign.kcg.gov.tw,"::都市設計審議::Urban Design Imformation System",163.29.242.52,Apache-Coyote/1.1,big5
kupc.kcg.gov.tw,,163.29.242.52,,utf8
rural.kcg.gov.tw,最新消息,163.29.242.52,Apache-Coyote/1.1,utf8
pzonego-kcgetw.land.nat.gov.tw,,203.75.46.130,Microsoft-IIS/7.0,utf8
pzoneqt-kcgetw.land.nat.gov.tw,高雄市土地使用分區電傳資訊系統--系統服務時間,203.75.46.146,Apache-Coyote/1.1,utf8
townscape.kcg.gov.tw,,163.29.242.52,,utf8
red.kcg.gov.tw,紅毛港遷村紀實,163.29.242.36,Microsoft-IIS/8.5,utf8
ctcolor.kcg.gov.tw,都發局城市變色龍官方網站,163.29.242.36,Microsoft-IIS/8.5,utf8
k720.kcg.gov.tw,高雄720空間影像網,163.29.242.36,Microsoft-IIS/8.5,utf8
policemail.kmph.gov.tw,高雄市政府警察局警政信箱,210.69.82.243,Microsoft-IIS/7.0,utf8
demos.kmph.gov.tw,交通事故處理進度民眾查詢,210.69.82.242,Microsoft-IIS/7.5,utf8
www.tmp.ntpc.gov.tw,大臺北都會公園,61.60.124.70,Microsoft-IIS/7.5,utf8
epaper.tpf.gov.tw,新北市政府消防局-防範一氧化碳宣導網,61.67.64.189,Microsoft-IIS/6.0,big5
roadmt.maintenance.ntpc.gov.tw,道路挖掘業務管理系統,61.60.124.185,Microsoft-IIS/6.0,utf8
www.bim.ntpc.gov.tw,建築執照電腦輔助查核系統,61.60.124.70,Microsoft-IIS/7.5,utf8
building-apply.publicwork.ntpc.gov.tw,建管系統│便民服務資訊網,61.60.98.240,,utf8
sidewalk.ntpc.gov.tw,新北市人行道資訊查詢系統,61.60.98.240,,big5
www.id.hnrj.ntpc.gov.tw,幸福新民報印尼文,46.137.209.50,Apache,utf8
www.th.hnrj.ntpc.gov.tw,幸福新民報泰文,46.137.209.50,Apache,utf8
www.vi.hnrj.ntpc.gov.tw,幸福新民報越南文,46.137.209.50,Apache,utf8
fs.ntpd.gov.tw,,163.29.165.10,,utf8
"www.gec.ntpc.gov.tw ",,,,utf8
kids.cksmh.gov.tw,中正紀念堂-兒童教育資訊網站,192.192.134.9,"Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16",big5
hallhistorycenter.cksmh.gov.tw,堂史室簡介,210.69.147.148,Microsoft-IIS/8.5,utf8
shop.moc.gov.tw,,,,utf8
www.ctsp.gov.tw,中部科學工業園區管理局,210.69.83.6,,utf8
creative.hccc.gov.tw,"逛文創 遊花蓮",210.241.6.99,Apache,utf8
gallery.hccc.gov.tw,"花蓮區藝術作品(48) -網路藝廊:花蓮文化藝術作品",210.241.6.99,Apache,utf8
stone.hccc.gov.tw,花蓮縣石雕博物館,210.241.6.99,Microsoft-IIS/7.5,utf8
mail.hccc.gov.tw,Mail2000郵件系統,210.241.6.98,Apache,utf8
nt.hccc.gov.tw,,210.241.6.106,"Apache/1.3.37 (Unix) PHP/4.1.2",utf8
land.e-land.gov.tw,宜蘭縣政府地政處-首頁,210.69.148.232,Microsoft-IIS/7.5,utf8
personnel.e-land.gov.tw,宜蘭縣政府-人事處,210.69.148.14,Microsoft-IIS/8.5,utf8
www.ilcpb.gov.tw,宜蘭縣政府警察局全球資訊網,210.241.4.137,Microsoft-IIS/7.5,utf8
wjhhr.e-land.gov.tw,宜蘭縣政府-五結戶政,210.69.148.14,Microsoft-IIS/8.5,utf8
jxhhr.e-land.gov.tw,宜蘭縣礁溪鄉戶政事務所,210.69.148.14,Microsoft-IIS/8.5,utf8
ilanland.e-land.gov.tw,宜蘭地政事務所,210.69.148.182,Microsoft-IIS/7.5,big5
lotung-land.e-land.gov.tw,羅東地政事務所,210.69.149.228,"Apache/2.2.23 (CentOS)",utf8
jhu.ilshb.gov.tw,宜蘭縣壯圍鄉衛生所,203.65.61.251,Microsoft-IIS/7.0,utf8
don.ilshb.gov.tw,宜蘭縣冬山鄉衛生所,203.65.61.251,Microsoft-IIS/7.0,utf8
ilcpbld.e-land.gov.tw,宜蘭縣政府警察局-羅東分局,210.69.148.14,Microsoft-IIS/8.5,utf8
www.lym.gov.tw,蘭陽博物館全球資訊網-歡迎頁,117.56.76.130,Microsoft-IIS/6.0,big5
civil.e-land.gov.tw,宜蘭縣政府-民政處,210.69.148.14,Microsoft-IIS/8.5,utf8
gym.e-land.gov.tw,宜蘭縣立體育場,210.69.148.14,Microsoft-IIS/8.5,utf8
wuj-ylh.doh.gov.tw,,,,utf8
tun-ylh.doh.gov.tw,,,,utf8
ilcpbsa.e-land.gov.tw,宜蘭縣政府警察局-蘇澳分局,210.69.148.14,Microsoft-IIS/8.5,utf8
plnt2.e-land.gov.tw,,210.69.148.47,,utf8
fina.e-land.gov.tw,宜蘭縣政府-財政處,210.69.148.14,Microsoft-IIS/8.5,utf8
www.iltb.gov.tw,宜蘭縣政府地方稅務局,210.69.149.154,"Apache/2.4.7 (Win32)",utf8
animal.e-land.gov.tw,宜蘭縣動植物防疫所,210.69.148.14,Microsoft-IIS/8.5,utf8
ilcpbss.e-land.gov.tw,宜蘭縣政府-三星分局,210.69.148.14,Microsoft-IIS/8.5,utf8
ilcpbjs.e-land.gov.tw,宜蘭縣政府警察局-礁溪分局,210.69.148.14,Microsoft-IIS/8.5,utf8
ilhhr.e-land.gov.tw,宜蘭縣宜蘭市戶政事務所,210.69.148.14,Microsoft-IIS/8.5,utf8
sahhr.e-land.gov.tw,宜蘭縣政府-蘇澳戶政,210.69.148.14,Microsoft-IIS/8.5,utf8
tshhr.e-land.gov.tw,宜蘭縣政府-冬山戶政,210.69.148.14,Microsoft-IIS/8.5,utf8
lot-ylh.doh.gov.tw,,,,utf8
english.uro.taipei.gov.tw,"Taipei City Urban Regeneration Office",163.29.36.96,Microsoft-IIS/7.5,utf8
www.tccmo.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
tcg2www.taipei.gov.tw,臺北市政府,163.29.39.24,Microsoft-IIS/7.5,utf8
www.fix.udd.taipei.gov.tw,,210.69.61.40,,utf8
healthycity.taipei.gov.tw,"健康城市--陽光 臺北",163.29.36.96,Microsoft-IIS/7.5,utf8
web1.nsc.gov.tw,,61.60.96.7,,utf8
pms.tycg.gov.tw,桃園施政成果,163.29.253.76,Apache-Coyote/1.1,big5
lhrb.tycg.gov.tw,"桃園市政府 勞動局",163.29.253.55,Apache,utf8
layoff.ejob.gov.tw,,124.199.93.197,,utf8
www.mental.tychb.gov.tw,桃園市社區心理衛生中心,163.29.18.95,Microsoft-IIS/7.5,utf8
pdis.cy.gov.tw,,117.56.114.138,,utf8
ards.cy.gov.tw,,117.56.4.82,,utf8
rdc28.cwb.gov.tw,颱風資料庫,61.60.103.10,"Apache/2.2.15 (Red Hat)",utf8
urdb.tycg.gov.tw,桃園市政府都市發展局,163.29.253.55,Apache,utf8
www.tydep.gov.tw,桃園市政府環境保護局,163.29.143.93,Microsoft-IIS/7.5,utf8
web.tydep.gov.tw,桃園市政府環境清潔稽查大隊,163.29.143.78,"Apache/2.2.16 (Win32) PHP/5.2.14",utf8
aviation.tydep.gov.tw,歡迎使用航空噪音補助及回饋查詢導覽系統,163.29.143.86,Microsoft-IIS/7.5,utf8
zero.tydep.gov.tw,"桃園市政府環境保護局 檔案平台系統",163.29.143.83,"Apache/2.2.16 (Win32) PHP/5.2.14",utf8
carbon.tydep.gov.tw,"桃園市政府環境保護局 節能減碳行動網",163.29.143.94,"Apache/2.4.17 (Win32) OpenSSL/1.0.2d PHP/5.5.30",utf8
soa.land.moi.gov.tw,,210.241.18.228,Microsoft-IIS/7.5,utf8
db.land.moi.gov.tw,國土資訊系統::::土地基本資料庫全球資訊網::::,210.241.18.223,Microsoft-IIS/7.5,utf8
green.abri.gov.tw,,124.199.64.23,Apache,utf8
english.tcfd.taipei.gov.tw,"Taipei City Fire Department",163.29.36.96,Microsoft-IIS/7.5,utf8
wwwsearch.tfd.gov.tw,,,,utf8
english.dosw.taipei.gov.tw,"Department of Social Welfare",163.29.36.96,Microsoft-IIS/7.5,utf8
www.ntuh.gov.tw,國立臺灣大學醫學院附設醫院醫療體系全球資訊網,140.112.125.222,Microsoft-IIS/8.0,utf8
ahdas.drnh.gov.tw,國史館數位檔案檢索系統,210.241.75.212,"Apache/2.2.27 (Win32) PHP/5.4.28",utf8
ndap.tpa.gov.tw,臺灣省議會史料總庫,117.56.91.25,"Apache/2.2.25 (Win32) PHP/5.3.28",utf8
journal.tpa.gov.tw,中華民國地方議會議事錄總庫,140.112.145.80,"Apache/2.2.25 (Win32) PHP/5.4.31",utf8
csdi.judicial.gov.tw,"Apache Tomcat",210.69.124.207,,utf8
cyi2.thb.gov.tw,嘉義區監理所,210.69.58.145,Apache,utf8
dore.tacp.gov.tw,,210.241.123.11,"Apache/2.2.26 (Win32)",utf8
blog.tacp.gov.tw,台灣原住民知識社群,210.241.123.12,Apache,utf8
index.tacp.gov.tw,,,,utf8
archives.hakka.gov.tw,客家數位典藏,117.56.166.76,"Apache/2.2.15 (CentOS)",utf8
www.land.tycg.gov.tw,桃園市地政資訊網,163.29.253.208,Microsoft-IIS/7.5,utf8
www.land.ntpc.gov.tw,新北市政府地政局,61.60.127.223,Apache,utf8
w51.klepb.gov.tw,"基隆市環境保護局 - 資源回收數據控管系統",163.29.218.51,Microsoft-IIS/7.5,utf8
www.younger.nat.gov.tw,"升級建構中-桃園市政府少年輔導委員會 - 認識我們",210.242.73.35,Apache,utf8
traffic2.tyhp.gov.tw,桃園市政府警察局交通警察大隊,117.56.150.16,Apache,utf8
safety.ncpb.gov.tw,"WeiDe!筆記本 - 後端管理系統 &rsaquo; 啟動JavaScript教學",163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
eng.ncpb.gov.tw,"::Nantou County Police Bureau::",163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
traffic.nantou.gov.tw,南投縣-即時交通資訊網,117.56.98.69,Apache-Coyote/1.1,utf8
jiaowei.ncpb.gov.tw,IIS7,163.29.90.211,Microsoft-IIS/7.5,utf8
imf.nantou.gov.tw,,,,utf8
nantou.ncpb.gov.tw,南投縣政府警察局-南投分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
tsaotun.ncpb.gov.tw,南投縣政府警察局-草屯分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
puli.ncpb.gov.tw,南投縣政府警察局-埔里分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
chung.ncpb.gov.tw,南投縣政府警察局-中興分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
chushan.ncpb.gov.tw,南投縣政府警察局-竹山分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
jeani.ncpb.gov.tw,南投縣政府警察局-仁愛分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
chichi.ncpb.gov.tw,南投縣政府警察局-集集分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
hsinyi.ncpb.gov.tw,南投縣政府警察局-信義分局,163.29.90.153,"Apache/2.2.11 (Unix) PHP/5.2.8",utf8
nv2.npa.gov.tw,,210.69.154.93,,utf8
tm.npa.gov.tw,,210.69.154.59,,utf8
db.npa.gov.tw,內政部警政署警察服務識別標誌,210.69.154.129,Microsoft-IIS/6.0,big5
search.tnpd.gov.tw,臺南市政府警察局全球資訊網,163.29.120.115,Resin/3.1.12,utf8
gallery.ptpolice.gov.tw,ptpolice,61.221.178.39,Microsoft-IIS/7.5,utf8
media.ptpolice.gov.tw,屏東縣政府警察局影音資訊網,61.221.178.40,"Apache/2.2.8 (Ubuntu) PHP/5.2.4-2ubuntu5.3 with Suhosin-Patch",utf8
www.hcpb.gov.tw,,,,utf8
ehouse.hlpb.gov.tw,,,,utf8
www.hlcc.gov.tw,花蓮縣議會,61.60.5.10,"Apache/2.0.52 (CentOS)",utf8
ab.hl.gov.tw,花蓮縣政府原住民行政處網站,210.69.167.32,Apache,utf8
dep-tourism.hccg.gov.tw,"新竹市政府城市行銷處 - --",163.29.137.16,Apache,utf8
eweb.sipa.gov.tw,,,,utf8
iff.npa.gov.tw,,,,utf8
labor.hccg.gov.tw,新竹市政府勞工局,163.29.137.17,Microsoft-IIS/5.0,utf8
eip.most.gov.tw,,223.200.167.22,,utf8
jp.sipa.gov.tw,,61.57.48.45,,utf8
search.sipa.gov.tw,"Apache Tomcat/7.0.69",61.57.48.152,Apache-Coyote/1.1,utf8
epark.most.gov.tw,科學園區廠商服務網,61.60.97.72,"Apache/2.2.29 (Win64) mod_jk/1.2.37 mod_ssl/2.2.29 OpenSSL/1.0.1j",utf8
w3.sipa.gov.tw,"IBM HTTP Server 8.5.5",61.57.48.53,,utf8
e-learning.sipa.gov.tw,"IBM HTTP Server 8.5.5",61.57.48.224,,utf8
yes.sipa.gov.tw,竹巢引鳳創業圓夢,61.57.48.45,,utf8
explore.sipa.gov.tw,科學園區探索館,61.57.48.45,,utf8
pavo.sipa.gov.tw,系統登入頁面,61.57.48.46,Microsoft-IIS/6.0,utf8
csr.sipa.gov.tw,,61.57.48.45,,utf8
ap0914.most.gov.tw,科學工業園區毒性化學物質資訊地圖,61.60.96.24,Microsoft-IIS/7.5,utf8
ssbc.sipa.gov.tw,::矽導竹科商務中心::,219.84.160.170,Apache,utf8
weip.sipa.gov.tw,新竹科學工業園區水電資訊平台,61.57.48.45,,utf8
police.sipa.gov.tw,內政部警政署保安警察第二總隊第三大隊第一中隊,61.57.48.45,,big5
www.hbmsp.sipa.gov.tw,歡迎蒞臨新竹生物醫學園區,61.57.48.45,,utf8
women.hcfd.gov.tw,,,,utf8
www.hccepb.gov.tw,::歡迎光臨新竹市環境保護局::,163.29.47.240,Apache,big5
regis.hccg.gov.tw,http://eghouse.hccg.gov.tw/,163.29.137.112,Microsoft-IIS/8.5,utf8
etw.land.nat.gov.tw,"HiNet 地政服務",210.71.181.19,Microsoft-IIS/7.5,utf8
sixstar.cca.gov.tw,文化部臺灣社區通,210.69.147.33,Apache-Coyote/1.1,utf8
collection.kmfa.gov.tw,「當美術館走入圖書館」公共藝術設置計畫,163.29.104.7,Microsoft-IIS/7.5,utf8
trimuseum.ntmofa.gov.tw,典藏創意美術資源流通平台,163.29.7.68,Microsoft-IIS/7.5,utf8
2014publicart.kmfa.gov.tw,「當美術館走入圖書館」公共藝術設置計畫,163.29.104.7,Microsoft-IIS/7.5,utf8
library.kmfa.gov.tw,正在建設中,163.29.104.5,Microsoft-IIS/5.0,big5
austronesian.kmfa.gov.tw,歡迎光臨_南島當代藝術,163.29.104.8,Microsoft-IIS/6.0,utf8
fmcc.wra04.gov.tw,,61.60.78.130,Microsoft-IIS/8.5,utf8
event.itaiwan.gov.tw,GitLab,137.116.129.14,nginx,utf8
rent.forest.gov.tw,國有租地線上申請續租便民服務網,223.200.90.182,,utf8
awdonline.forest.gov.tw,奧萬大國家森林遊樂區,223.200.90.182,,utf8
tconline.forest.gov.tw,天池山莊,211.20.132.240,"Apache/2.2.15 (CentOS)",utf8
woodprice.forest.gov.tw,登入,223.200.90.182,,utf8
kcsg.kcg.gov.tw,高雄市體育獎助金申請表,163.29.241.183,Microsoft-IIS/7.5,utf8
iplay.sa.gov.tw,"首頁   全國運動場館資訊網-iPlay",168.63.204.203,Microsoft-IIS/8.5,utf8
www.tms.taipei.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
venues.tms.gov.tw,歡迎光臨場館設施管理系統,163.29.38.165,nginx/0.7.65,utf8
band2015.chiayi.gov.tw,2015第24屆嘉義市國際管樂節,163.29.100.16,,utf8
academia.nmmba.gov.tw,國立海洋生物博物館產學合作中心,210.243.41.95,Microsoft-IIS/8.5,utf8
2015ws.nmmba.gov.tw,,210.243.41.220,Microsoft-IIS/8.5,utf8
seafood.nmmba.gov.tw,歡迎蒞臨國立海洋生物博物館『全民挑海鮮』網站,210.243.41.34,Microsoft-IIS/6.0,utf8
www.nhclac.gov.tw,國立新竹生活美學館-首頁,210.69.147.125,Microsoft-IIS/8.5,utf8
www.hengchuen.gov.tw,屏東縣恆春鎮全球資訊網,117.56.248.127,WebServer,utf8
www.fangliao-house.gov.tw,屏東縣枋寮戶政事務所,61.218.231.138,"Apache/2.2.15 (CentOS)",utf8
www.hengchuen-house.gov.tw,,61.218.231.138,,utf8
thcc.hakka.gov.tw,客家委員會客家文化發展中心-中文版,210.241.51.200,Apache-Coyote/1.1,utf8
netreg.kmhp.mohw.gov.tw,,117.56.1.8,,utf8
yes.ejob.gov.tw,大專畢業生就業追蹤系統,124.199.93.150,Microsoft-IIS/7.0,utf8
www.ncert.nat.gov.tw,,117.56.7.20,,utf8
www.nicst.nat.gov.tw,,,,utf8
807.mnd.gov.tw,三軍總醫院松山分院,61.219.69.55,Microsoft-IIS/6.0,big5
fms.hso.mohw.gov.tw,台灣ｅ學院-課程轉移資訊,210.241.104.139,"Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/0.9.8e-fips-rhel5 PHP/5.3.29",utf8
813.mnd.gov.tw,國軍新竹地區醫院,220.130.158.215,,big5
reg.805.mnd.gov.tw,國軍花蓮總醫院,210.242.93.136,Microsoft-IIS/7.5,big5
ngis.afasi.gov.tw,"Welcome to ATIS Web | 農林航空測量所",223.200.90.101,"Apache/2.2.8 (CentOS)",utf8
reg.afasi.gov.tw,"農航所 - 線上預約系統",223.200.90.182,,utf8
ngismap.forest.gov.tw,IIS7,223.200.90.182,,utf8
living.epa.gov.tw,,117.56.10.3,,utf8
ocean.epa.gov.tw,※行政院環保署海洋污染防治管理系統,223.200.80.40,Microsoft-IIS/8.5,utf8
teds.epa.gov.tw,空氣污染排放量查詢系統首頁,223.200.80.166,Microsoft-IIS/8.5,utf8
www.tcd.gov.tw,內政部營建署城鄉發展分署全球資訊網,163.29.0.240,Microsoft-IIS/6.0,utf8
www.file.cloud.taipei.gov.tw,,163.29.39.184,"Apache/2.2.19 (Win32)",utf8
service.tpech.gov.tw,,106.105.181.5,Microsoft-IIS/7.0,utf8
pfsb.cds.moj.gov.tw,,163.29.130.188,Apache-Coyote/1.1,utf8
www.ethics.moj.gov.tw,,163.29.130.141,,utf8
www.tpkonsale.moj.gov.tw,,163.29.130.137,Microsoft-IIS/6.0,utf8
www.tpkepay.moj.gov.tw,,163.29.130.148,,utf8
www.nmp.gov.tw,"國立臺灣史前文化博物館National Museum of Prehistory",61.219.157.21,"Apache/2.2.15 (CentOS)",utf8
iballoon.taitung.gov.tw,"Iballoon 旅行台東 智慧導遊",163.29.101.159,Microsoft-IIS/7.5,utf8
1999.taitung.gov.tw,臺東縣政府1999話務中心,163.29.101.19,Microsoft-IIS/6.0,big5
tt-free.taitung.gov.tw,臺東免費無線上網寬頻服務,103.31.196.196,Microsoft-IIS/8.5,utf8
www.cbc.gov.tw,歡迎來到中央銀行全球資訊網,210.69.120.252,Microsoft-IIS/8.5,utf8
